filename,width,height,class,xmin,ymin,xmax,ymax
turtle-21-_jpg.rf.38d4797e497eed04a27e13ae16179228.jpg,640,640,Turtle,175,313,314,477
eye-23-_jpg.rf.39cfac0a9ae3f8f75a86eaa8a11ae7df.jpg,640,640,Eye,369,159,531,267
Woman-24-_jpg.rf.38b692e5486069c8cc9d17fec901c4bb.jpg,640,640,Woman,377,88,524,304
builder-31-_jpg.rf.396cd0610b513a37a7183e900df690db.jpg,640,640,Builder,245,105,429,344
enclosed-mound-13-_jpg.rf.39c44e090fcc2f2651dfb07b490c497e.jpg,640,640,Enclosed_Mound,372,192,590,313
soldier-8-_jpg.rf.3b1ed36aac891e7c24b75264852dbcf9.jpg,640,640,Soldier,57,161,201,334
stick-11-_jpg.rf.3a3760453ea9e02934cb921080eb07d0.jpg,640,640,Stick,215,366,341,493
rope-23-_jpg.rf.3adeeb8d8187fb14b7baaf14cef4c77c.jpg,640,640,Rope,385,292,489,423
foot-25-_jpg.rf.38771b9d413180237568a3ed5d66d6dd.jpg,640,640,Foot,334,109,428,280
to-say-10-_jpg.rf.3abe233b0ec24822d614cc5f405386a0.jpg,640,640,To_Say,351,343,440,432
bee-4-_jpg.rf.39428919d09a04c6c3e38700ce4097c6.jpg,640,640,Bee,310,230,471,447
to-protect-20-_jpg.rf.3a4bdddec63e84cac930254cf7e9fc06.jpg,640,640,To_Protect,182,214,273,316
mother-16-_jpg.rf.3b3b2d66c4a0c3aa3d7556353989bffc.jpg,640,640,Mother,166,178,308,408
musical-instrument-24-_jpg.rf.39fabf90b08adba3ccc0059aa143cdb8.jpg,640,640,Musical_Instrument,346,312,444,468
cooked-36-_jpg.rf.3b7d0c43364f86dbc7ea3d37ba9352ef.jpg,640,640,Cooked,141,148,280,333
nurse-15-_jpg.rf.3ab14381e8a7e06c75871feadaa52b77.jpg,640,640,Nurse,325,232,445,443
cobra-7-_jpg.rf.3acce2ea3978953619d838db8d7f9563.jpg,640,640,Cobra,206,220,326,404
life-spirit-9-_jpg.rf.3bb8a9b5f622e95ed2963051d68f7cba.jpg,640,640,Life_Spirit,245,172,328,274
branch-9-_jpg.rf.3b3fc58d8fae95bd45d44a41248f6957.jpg,640,640,Branch,213,246,379,357
foot-20-_jpg.rf.3b9cb0b18997c51f8f1e049286165bd5.jpg,640,640,Foot,309,86,455,275
now-5-_jpg.rf.3b5b36980fe4e8c93f2551277039dac9.jpg,640,640,Now,255,306,422,446
not-37-_jpg.rf.3bb005fddc67debc827c28d48d84e884.jpg,640,640,Not,181,214,306,350
mother-36-_jpg.rf.3baf15c7c2ec97d55032e5c6d12e52ae.jpg,640,640,Mother,226,233,343,434
lizard-7-_jpg.rf.3a948ae893ea509f90f768ec048b818f.jpg,640,640,Lizard,245,53,443,213
stick-35-_jpg.rf.3bbd28ae6cb83a0354d9c672ad6a542c.jpg,640,640,Stick,186,352,349,437
cloth-on-pole-5-_jpg.rf.3becc7d27ad906e30cfdc2c38e7c5f21.jpg,640,640,Cloth_on_Pole,320,329,464,547
100-8-_jpg.rf.3aa5208101d6f4a58fc4f16915eeb2cb.jpg,640,640,100,302,356,360,452
lion-13-_jpg.rf.3be98f6fa052c8ab2c61520291278138.jpg,640,640,Lion,220,278,344,370
wall-33-_jpg.rf.3c59a160d9c1f56035f4b2703b7ca8ce.jpg,640,640,Wall,338,291,442,438
snake-40-_jpg.rf.3bea420a1938dbf3609b003eef6ff0d4.jpg,640,640,Snake,235,149,378,293
reed-7-_jpg.rf.3c870661e30264751a7aea10996fcaad.jpg,640,640,Reed,228,228,301,370
duck-12-_jpg.rf.3c35fb06d2f72fcec48aee14008db06f.jpg,640,640,Duck,335,173,438,355
wall-17-_jpg.rf.3cd9a63beb0cd74e013b9c58291422bc.jpg,640,640,Wall,279,86,374,244
to-say-40-_jpg.rf.3c2c1d2db94618e0cf665afe5c14726b.jpg,640,640,To_Say,283,313,361,413
life-spirit-2-_jpg.rf.3bfbdaa525a2a2aab82948b23fae23f9.jpg,640,640,Life_Spirit,235,334,338,477
rope-22-_jpg.rf.3cdac9850031fdfc3d7d14786f368df3.jpg,640,640,Rope,294,263,388,388
cobra-18-_jpg.rf.3c44ef5fa7a0803d56800b827857526f.jpg,640,640,Cobra,270,43,432,258
he-22-_jpg.rf.3d69bc2b3be6c28bc35ca9005f00d9dd.jpg,640,640,He,270,133,385,325
bandage-30-_jpg.rf.3d0483b569f84fd26111bba77ab75d14.jpg,640,640,Bandage,274,261,390,461
cobra-19-_jpg.rf.3cdc021f6f5170266074955a69621863.jpg,640,640,Cobra,309,225,443,459
length-of-a-human-arm-22-_jpg.rf.3d87d4af3896069303a5cb93c23297c5.jpg,640,640,Length_Of_a_Human_Arm,236,361,293,477
among-37-_jpg.rf.3d8844b32a550fe495052f83f78e0509.jpg,640,640,Among,235,111,349,256
bandage-39-_jpg.rf.3d901ce10fa0813503292920388017d5.jpg,640,640,Bandage,241,26,347,213
pool-40-_jpg.rf.3e18a7c8589d178fcdf769b0c522af11.jpg,640,640,Pool,285,133,489,283
ruler-2-_jpg.rf.3c980845e6d0a388d770b1751f27ec60.jpg,640,640,Ruler,334,134,439,281
elephant-15-_jpg.rf.3e5a603f99b4c1761dcc14b2de7226a8.jpg,640,640,Elephant,114,118,292,254
to-be-dead-28-_jpg.rf.3d982f8d099460bdc53fa09b807c56c8.jpg,640,640,To_Be_Dead,296,195,438,279
elephant-20-_jpg.rf.3cb49c6286e3e496925a0e5bb619672a.jpg,640,640,Elephant,51,325,264,454
aroura-24-_jpg.rf.3cfeeaf285ae38af164cbfec8b47df96.jpg,640,640,Aroura,330,218,450,301
sail-32-_jpg.rf.3e54cc7dc82161bc91e0f7e9ddc4a1dc.jpg,640,640,Sail,101,138,243,295
mother-19-_jpg.rf.3d98d51f4e63e85708cf8739875b3f0d.jpg,640,640,Mother,277,310,410,503
bee-5-_jpg.rf.3d7730ea0e1b7bdc2fb8577eef8bd9ba.jpg,640,640,Bee,325,118,471,324
enclosed-mound-1-_jpg.rf.3e77181ac9c2ce2a3826ea62db6a6b4b.jpg,640,640,Enclosed_Mound,195,284,378,399
pair-24-_jpg.rf.3dc6ba46f30253e385e5e2ab9f5e995b.jpg,640,640,Pair,258,163,385,301
100-29-_jpg.rf.3eb811dc45b88c9d42d8e8bb3e3f2849.jpg,640,640,100,284,189,329,296
bee-33-_jpg.rf.3f309ec629900ac5d3284a47ce95954d.jpg,640,640,Bee,190,269,314,438
turtle-32-_jpg.rf.3edc30b1a9877a8bec900d010cfc110a.jpg,640,640,Turtle,245,244,367,402
builder-37-_jpg.rf.3ee25fc4081b67503b6e5dc89e618cd2.jpg,640,640,Builder,293,173,469,346
small-ring-9-_jpg.rf.3ecd765e804b76c4dae90689a57559d5.jpg,640,640,Small_Ring,288,210,354,299
belongs-22-_jpg.rf.3f29cd7ca5a6022979e5c9c4a717a959.jpg,640,640,Belongs,152,278,339,415
enclosed-mound-33-_jpg.rf.3e189e14d26f840a3c69bced00cb9023.jpg,640,640,Enclosed_Mound,164,328,377,468
face-38-_jpg.rf.3e6ecb420cd48e0bd43eca7959a6fe49.jpg,640,640,Face,357,318,463,462
quailchick-28-_jpg.rf.3f98948e400a8b37490d138e6eabcde0.jpg,640,640,QuailChick,162,189,296,372
life-spirit-20-_jpg.rf.3f0da20acb63f90530099c2995b63ddf.jpg,640,640,Life_Spirit,234,323,363,437
divide-40-_jpg.rf.3fe36a1b01d1316d07246f3358ea8e3c.jpg,640,640,Divide,373,183,534,373
fish-18-_jpg.rf.3fa0b7d9fdddaca46e943d546abb028d.jpg,640,640,Fish,393,264,545,395
occur-5-_jpg.rf.3f9944c0a10eefc8c98392d47e92efe4.jpg,640,640,Occur,384,242,481,429
nile-fish-5-_jpg.rf.3eb47621c4f5b3ba558ec2042df9fa09.jpg,640,640,Nile_Fish,208,281,335,407
owl-18-_jpg.rf.3fbfa5f399cc1fb7c480485434d8ae0b.jpg,640,640,Owl,392,148,556,318
musical-instrument-36-_jpg.rf.3fc8d401041f7d525d4f1a6ecd95567d.jpg,640,640,Musical_Instrument,275,248,399,405
board-game-19-_jpg.rf.3ef1de043fd221bc424e6c6be8e1b440.jpg,640,640,Board_Game,216,137,372,238
face-32-_jpg.rf.4053951b91c4bb8878163f12e7470f2c.jpg,640,640,Face,207,310,306,472
fingre-8-_jpg.rf.4082908b698c4c4e32f3d786e5d040d3.jpg,640,640,Fingre,198,279,264,457
boy-7-_jpg.rf.40746a53ce2a93562d8c88e52763593f.jpg,640,640,Boy,286,131,443,324
cloth-on-pole-24-_jpg.rf.402c5bb609dcc99f8b7a6dd1927a6ab9.jpg,640,640,Cloth_on_Pole,311,276,456,460
book-27-_jpg.rf.40056bb0a8491a0b460f015127c7f541.jpg,640,640,Book,316,222,532,339
this-7-_jpg.rf.3ffac0455979b46e26871b1a8c70f173.jpg,640,640,This,363,255,484,381
galena-30-_jpg.rf.3fd34b57255a51ec933b639e43ed129a.jpg,640,640,Galena,282,167,418,309
branch-22-_jpg.rf.402b41e93667241f3979b8de623bd8a5.jpg,640,640,Branch,124,304,268,430
builder-11-_jpg.rf.4072cf06ee9c6d3829f293406efacc37.jpg,640,640,Builder,387,128,531,326
one-11-_jpg.rf.411b8d2707d9f9da142b8e57f6a57f45.jpg,640,640,One,262,122,325,212
enclosed-mound-11-_jpg.rf.409282b22ff498cca464705ebb53f005.jpg,640,640,Enclosed_Mound,210,238,359,356
king-40-_jpg.rf.3f4194f50a76cf45b3039afef1ffc3a6.jpg,640,640,King,386,258,499,416
mother-41-_jpg.rf.3ffe6748af3d2ecef29237dfe4307eae.jpg,640,640,Mother,160,360,353,533
to-say-36-_jpg.rf.40b3ff4093e691f0564f7bba2c0a8e5e.jpg,640,640,To_Say,127,219,205,307
Her-6-_jpg.rf.415c4844f8647b746b157a7ce35b130b.jpg,640,640,Her,383,357,490,491
now-14-_jpg.rf.4159d9f0d20bb8c0f32de3fe97afd399.jpg,640,640,Now,312,254,416,408
swallow-32-_jpg.rf.40b14614c12e1f810569763b7198e178.jpg,640,640,Swallow,363,314,512,424
quailchick-6-_jpg.rf.4218aadb3a74f193ee3412f294e6e0d9.jpg,640,640,QuailChick,186,254,327,430
100-35-_jpg.rf.41e2bdc0656c6855f8fa3b634c10d9ca.jpg,640,640,100,272,130,328,228
swallow-12-_jpg.rf.4088280644b5e6a46615793896d945a6.jpg,640,640,Swallow,373,271,497,378
nursing-35-_jpg.rf.41ae5951200b0a04c20d60e9a8655f40.jpg,640,640,Nursing,389,189,516,356
cobra-23-_jpg.rf.421d6972de5e47ce382f47b66c933aed.jpg,640,640,Cobra,133,8,273,279
lizard-9-_jpg.rf.408a9938db917fe6d1eeb664f90f922b.jpg,640,640,Lizard,225,220,396,309
viper-17-_jpg.rf.425a9bea4fc082a113131e7a87991d9b.jpg,640,640,Viper,225,156,329,247
cloth-on-pole-1-_jpg.rf.400ee1166f32d1b75f29fe0760a33ee8.jpg,640,640,Cloth_on_Pole,151,227,291,447
cobra-14-_jpg.rf.42b8271fec42fc1049c2508b3218f672.jpg,640,640,Cobra,161,162,298,430
board-game-37-_jpg.rf.4243c6570ba4530778f3706ba9ad2adc.jpg,640,640,Board_Game,249,307,405,423
bad-thinking-21-_jpg.rf.415f6680e22cd44d09e410be5fa2f39e.jpg,640,640,Bad_Thinking,191,252,346,431
ankh-7-_jpg.rf.42eda6bf439c0771afe1ab363aa29c47.jpg,640,640,Ankh,397,270,487,438
nurse-21-_jpg.rf.4214e9180729a5eccca9941fd719ec4b.jpg,640,640,Nurse,237,143,363,316
aroura-3-_jpg.rf.422cd1a982cb82db2d9304faa094b0cc.jpg,640,640,Aroura,215,146,344,280
folded-17-_jpg.rf.42dd5e8018b50855154835b494756100.jpg,640,640,Folded_Cloth,317,318,385,499
loaf-of-bread-7-_jpg.rf.42cc2aeb7c318924b9d26ec0995d56be.jpg,640,640,Loaf_Of_Bread,333,292,422,411
corpse-33-_jpg.rf.42b7142a904dfc7a563ca2a5f200a247.jpg,640,640,Corpse,292,281,520,492
brewer-5-_jpg.rf.42f7ffce543aedb55db0ee792fac9cb7.jpg,640,640,Brewer,169,135,319,333
small-ring-14-_jpg.rf.43b2d80b4d661052542de52b041aff36.jpg,640,640,Small_Ring,266,268,343,364
one-28-_jpg.rf.44047797813bd5171da134e3ffdb2d3f.jpg,640,640,One,196,339,232,411
stick-30-_jpg.rf.43118f771acb3e6fd8a81ae0cc415255.jpg,640,640,Stick,278,307,390,395
fingre-26-_jpg.rf.431b44e693c70cfdd7a6dc9943164655.jpg,640,640,Fingre,200,329,317,485
builder-28-_jpg.rf.4525a7b11e0891533e07628b668863d3.jpg,640,640,Builder,375,160,563,354
ruler-33-_jpg.rf.4446fc2d0aef8e9f294f52f4fd3fe365.jpg,640,640,Ruler,297,113,390,289
loaf-6-_jpg.rf.442621528ce7da24d41bcbc8ef1b2a91.jpg,640,640,Loaf,339,226,412,298
duck-24-_jpg.rf.438fec3e19b701ef380274a784043530.jpg,640,640,Duck,181,199,318,378
one-36-_jpg.rf.43d75ba31f98a2856f1e803918f38fee.jpg,640,640,One,253,265,320,343
belongs-36-_jpg.rf.44a1349608faeed0ec624e52917d6e8a.jpg,640,640,Belongs,346,128,477,245
book-39-_jpg.rf.4314be29f9c8796395ee738152f852ad.jpg,640,640,Book,311,225,452,364
bury-40-_jpg.rf.44f98c0c4f064d72c6623e8dfa8c232f.jpg,640,640,Bury,314,216,558,479
fish-3-_jpg.rf.45320aad4a731c4d31899af169b391c5.jpg,640,640,Fish,329,193,487,305
to-protect-37-_jpg.rf.457cd15377a4c5a050a46d5bcb5217f9.jpg,640,640,To_Protect,225,243,331,323
semen-32-_jpg.rf.450b728b09d1ea1330564aea83d168f4.jpg,640,640,Semen,336,191,477,296
ring-37-_jpg.rf.458e3aed2fdf58809bc806ceee7e0dd2.jpg,640,640,Ring,196,216,290,325
water-8-_jpg.rf.44e150d56607ad12aed7c35e7de55d44.jpg,640,640,Water,172,393,310,492
aroura-14-_jpg.rf.45a977f6f25ee3a3b4b1d65745db3db0.jpg,640,640,Aroura,170,283,309,382
fish-19-_jpg.rf.4570f70ef7e52169c88731094a018e75.jpg,640,640,Fish,244,84,423,205
papyrus-scroll-1-_jpg.rf.45d796e302678040c649324abba4dbfa.jpg,640,640,Papyrus_Scroll,251,335,364,416
composite_bow-27-_jpg.rf.447a75cd9d7c9d64d04487af667fce2b.jpg,640,640,Composite_Bow,173,104,337,242
dessert-33-_jpg.rf.4630f14b87b4a724b361a811a1d6e0a0.jpg,640,640,Dessert,310,353,508,565
sandal-15-_jpg.rf.45e40896bda5ae63609bd50500e6f3f9.jpg,640,640,Sandal,288,303,400,494
bury-30-_jpg.rf.463f4126336778544ed6cdc0976672a6.jpg,640,640,Bury,186,175,383,343
sandal-5-_jpg.rf.44d59c3dae6916ce31cf7ed08c23dd79.jpg,640,640,Sandal,257,289,342,468
corpse-25-_jpg.rf.4383e4772ef71ebb7192cfd169f529c9.jpg,640,640,Corpse,255,223,413,434
quailchick-11-_jpg.rf.426e7270eef0ab25e27996c48d265abf.jpg,640,640,QuailChick,219,201,322,372
mother-18-_jpg.rf.4504e920bb89e0dc581744949329a02c.jpg,640,640,Mother,121,319,304,488
galena-16-_jpg.rf.46a9efb9e3961ff1dd8e55db6688376d.jpg,640,640,Galena,445,231,591,372
meet-22-_jpg.rf.46918ec042538d966f81fff0f117d18f.jpg,640,640,Meet,170,229,322,385
life-spirit-33-_jpg.rf.465e9d426685646f1709f18cfb72e0d2.jpg,640,640,Life_Spirit,398,220,508,326
divide-29-_jpg.rf.46b791beae459aae091e68ed9716ccc7.jpg,640,640,Divide,329,262,461,431
belongs-13-_jpg.rf.47924e57166f154a1b189e06327df476.jpg,640,640,Belongs,317,275,510,404
mother-1-_jpg.rf.464cdb4dae7434fbd0dda02c69e1aebd.jpg,640,640,Mother,323,207,502,484
dessert-4-_jpg.rf.464242b19e14d99bcbd4723013cfeb35.jpg,640,640,Dessert,163,237,314,398
mouth-19-_jpg.rf.4748c50a446c20b6b607bb93735f13fa.jpg,640,640,Mouth,402,245,563,351
duck-39-_jpg.rf.47088d4dc1fe97911b9c0e55e2694dfc.jpg,640,640,Duck,208,304,395,494
owl-12-_jpg.rf.471c25b428dfe3b045d08ceaedf0c27a.jpg,640,640,Owl,319,273,481,419
ruler-6-_jpg.rf.45c429e3c463141e6ad975c84e509b96.jpg,640,640,Ruler,218,136,340,301
nurse-20-_jpg.rf.4733df4cbedc127432bfbb23eef7db06.jpg,640,640,Nurse,406,237,513,407
life-spirit-39-_jpg.rf.47aa08c548c24c2bbee613aac6a35f59.jpg,640,640,Life_Spirit,344,129,461,246
nurse-30-_jpg.rf.46f0eaa6267a50a4f19a4d065f273261.jpg,640,640,Nurse,151,190,285,368
musical-instrument-4-_jpg.rf.479597f4fa06da52ed19ff120194ce7c.jpg,640,640,Musical_Instrument,266,304,339,455
papyrus-scroll-11-_jpg.rf.47fe90db5dc2c0e46e5e8ceef30a608f.jpg,640,640,Papyrus_Scroll,132,343,295,403
mouth-5-_jpg.rf.484b41e0f3e88699b3266c11275ba89e.jpg,640,640,Mouth,274,326,442,465
cooked-15-_jpg.rf.485beeeebe1a002710de724d9a838e29.jpg,640,640,Cooked,215,90,327,316
stick-9-_jpg.rf.46b8c5bf0d2491f41e9736ba39815b12.jpg,640,640,Stick,157,347,315,437
this-38-_jpg.rf.48c97b1bfb4a92d02019a6bd8d5870a5.jpg,640,640,This,376,336,479,488
boy-40-_jpg.rf.47428b08d83b66d84f036d0b8e3ee776.jpg,640,640,Boy,355,223,503,444
rope-35-_jpg.rf.47e94cba09ce8b218bc343039382a247.jpg,640,640,Rope,277,245,347,399
now-38-_jpg.rf.47bdf4b0576ff4ae17e83eaad7193d40.jpg,640,640,Now,117,243,245,422
mouth-20-_jpg.rf.47e45a73213f5c3b2397bfdfc9e7276f.jpg,640,640,Mouth,259,184,384,264
nursing-12-_jpg.rf.489cdc03230c65fd1db721a524d95d1a.jpg,640,640,Nursing,232,260,351,423
angry-24-_jpg.rf.46e8383b0028f8cd9db8947cbc585725.jpg,640,640,Angry,221,372,352,547
boy-11-_jpg.rf.48c83f734fee53c0537689952c44556f.jpg,640,640,Boy,132,180,259,380
cloth-on-pole-15-_jpg.rf.48a49570060f12f55113432486f9a03a.jpg,640,640,Cloth_on_Pole,358,219,521,425
cloth-on-pole-18-_jpg.rf.4926058da3c1f774d7b7cee37089af97.jpg,640,640,Cloth_on_Pole,320,289,454,501
100-1-_jpg.rf.49980299b8c88f71ceded2c7ae0192de.jpg,640,640,100,168,329,227,422
meet-12-_jpg.rf.494f7daf60f87fb26bee95adae720c5d.jpg,640,640,Meet,258,257,407,429
boy-33-_jpg.rf.48b8e6e1d012a785bbac6feb9c98ea9c.jpg,640,640,Boy,243,336,350,565
at-12-_jpg.rf.48bb92813e90c40f152c8c161bad4d3b.jpg,640,640,At,314,162,445,225
fabric-34-_jpg.rf.490ec7db5bc9285e5e02022681c64734.jpg,640,640,Fabric,199,151,321,328
swallow-36-_jpg.rf.48e6c19a0ac4d1f947b775c6edeef167.jpg,640,640,Swallow,242,197,347,358
leg-17-_jpg.rf.49c43df849c8dacc69a2b70a3e6a7004.jpg,640,640,Leg,195,144,356,312
turtle-19-_jpg.rf.49b691d3fd2849391a86bd232818d740.jpg,640,640,Turtle,278,262,417,402
divide-11-_jpg.rf.498f064df9c46cf332ce7c2892c4c857.jpg,640,640,Divide,333,270,468,381
bee-40-_jpg.rf.49a244027d870f7cbceb90ffcb679a55.jpg,640,640,Bee,286,100,445,330
king-7-_jpg.rf.4b0f4f9d3ef9f5e5be038dda12178507.jpg,640,640,King,409,137,487,326
corpse-7-_jpg.rf.49bf1fce6ba364b92f662850857b097c.jpg,640,640,Corpse,289,337,469,537
